Name,SMILES,Mol Wt,LogP,TPSA,HBD,HBA,AtomCount,RotatableBonds,MR,Lipinski,Ghose,Veber,Egan,PassScore
Gluconic Acid,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,196.155,-3.4930999999999988,138.45000000000002,6,6,13,5,38.748799999999996,True,False,True,False,2
Nitrofurazone,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,198.13799999999998,0.1899999999999999,123.76,2,5,14,3,45.6755,True,False,True,True,3
Chlorhexidine,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,505.4580000000001,3.3366,177.58,6,2,34,9,144.841,False,False,False,False,0
Nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,228.291,3.370000000000002,26.3,0,2,17,4,69.50200000000004,True,False,True,True,3
Guanethidine,C1CCCN(CCC1)CCN=C(N)N,198.314,0.5259000000000007,67.64,2,2,14,3,60.201800000000034,True,False,True,True,3
Hydrogen Bromide,Br,80.91199999999999,0.5779000000000001,0.0,0,0,1,0,10.322,True,False,True,True,3
Leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,270.21,3.2541200000000012,55.13,1,3,19,2,60.63720000000001,True,False,True,True,3
Flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,276.21399999999994,3.2081000000000017,72.24,1,3,19,3,61.566100000000006,True,False,True,True,3
Acetohydroxamic Acid,CC(=O)NO,75.067,-0.4882999999999999,49.33,2,2,5,0,15.603200000000001,True,False,True,True,3
Pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,278.31200000000007,0.1930000000000005,78.89,0,7,20,5,74.74700000000003,True,True,True,True,4
Amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,645.3190000000002,6.936200000000007,42.68,0,4,31,11,143.41749999999985,False,False,False,False,0
Econazole,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,381.68999999999994,5.801400000000003,27.05,0,3,24,6,97.67100000000002,True,False,True,False,2
Labetalol,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,328.41200000000003,2.1353999999999997,95.58,4,4,24,8,93.81220000000005,True,True,True,True,4
Deferoxamine,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,560.6930000000007,0.9221000000000046,205.83999999999995,6,9,39,23,141.26730000000006,False,False,False,False,0
Nomifensine,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,238.33400000000003,2.8461000000000007,29.259999999999998,1,2,18,1,75.47340000000004,True,False,True,True,3
Procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,235.33100000000002,1.3403999999999998,58.36,2,3,17,6,70.97560000000004,True,False,True,True,3
Promethazine Hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,320.88899999999995,4.6612000000000045,6.48,0,3,21,3,94.41000000000005,True,True,True,True,4
Orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,269.388,3.662620000000002,12.47,0,2,20,6,83.97000000000006,True,True,True,True,4
Hydrogen iodide,I,127.91199999999999,0.6180000000000001,0.0,0,0,1,0,15.415,True,False,True,True,3
Flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,244.265,3.6808000000000023,37.3,1,1,18,3,67.88680000000002,True,False,True,True,3
Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,284.359,2.2062,53.43000000000001,1,3,21,6,81.59680000000004,True,True,True,True,4
Enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,320.324,0.6632999999999998,87.46000000000001,2,6,23,3,83.67700000000005,True,True,True,True,4
Tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,337.382,1.6425,99.60000000000001,2,6,22,2,81.68330000000003,True,True,True,True,4
Oxibendazole,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,249.26999999999998,2.5300000000000002,76.24,2,4,18,4,67.90740000000004,True,False,True,True,3
Disopyramide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,339.4830000000002,3.361900000000001,59.22,1,3,25,8,102.24840000000006,True,True,True,True,4
Metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,365.8420000000001,2.7141200000000003,92.5,2,4,24,2,93.89840000000002,True,True,True,True,4
Sulindac,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,356.41800000000006,4.365500000000003,54.370000000000005,1,2,25,4,97.89220000000006,True,True,True,True,4
Indoprofen,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,281.311,3.035100000000001,57.61,1,2,21,3,79.44830000000003,True,True,True,True,4
Berberine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,336.36700000000013,3.096300000000001,40.8,0,4,25,2,92.51000000000005,True,True,True,True,4
Hydroxyzine,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,374.91200000000003,3.055900000000001,35.94,1,4,26,8,105.65480000000005,True,True,True,True,4
Ketotifen,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,309.4340000000001,4.014400000000004,20.310000000000002,0,3,22,0,91.54850000000005,True,True,True,True,4
Dantrolene,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],314.25700000000006,1.7404999999999997,118.05000000000001,1,6,23,4,78.63710000000003,True,True,True,True,4
Labetalol Hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,364.873,2.5572000000000012,95.58,4,4,25,8,101.06020000000004,True,True,True,True,4
Mephenytoin,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,218.256,1.4735000000000003,49.410000000000004,1,2,16,2,59.712700000000034,True,False,True,True,3
Trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,388.46400000000017,2.5828000000000007,69.26,1,6,28,10,107.75920000000008,True,True,True,True,4
Phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,303.83299999999997,4.194900000000003,12.47,0,2,21,8,88.97100000000006,True,True,True,True,4
Tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,255.36500000000004,2.649800000000001,19.37,0,3,19,6,80.28300000000006,True,False,True,True,3
Cyclophosphamide Monohydrate,C1CNP(=O)(OC1)N(CCCl)CCCl.O,279.104,1.0593,73.07,1,2,15,5,62.805000000000035,True,False,True,True,3
Catechin,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,290.271,1.5461000000000014,110.38000000000001,5,6,21,1,72.62300000000002,True,True,True,True,4
Ketorolac Tromethamine,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O.C(C(CO)(CO)N)O,376.40900000000016,-0.04820000000000002,146.01,5,7,27,6,97.47610000000005,True,True,False,False,2
Foscarnet,C(=O)(O)P(=O)(O)O,126.00399999999998,-0.1579000000000001,94.83,3,2,7,1,20.068900000000003,True,False,True,True,3
Carbinoxamine Maleate,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,406.8660000000001,3.1144000000000007,99.96,2,5,28,8,106.4496000000001,True,True,True,True,4
p-Toluenesulfonic acid,CC1=CC=C(C=C1)S(=O)(=O)O,172.20499999999998,1.24172,54.370000000000005,1,2,11,1,40.993600000000015,True,False,True,True,3
"4-(Dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-3,4,4a,5,5a,6,12,12a-octahydrotetracene-2-carboximidic acid",C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.4400000000001,-0.5041999999999984,181.62000000000003,6,9,32,2,110.34540000000007,True,False,False,False,1
Pentobarbital,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,226.27599999999998,1.1849999999999998,75.27000000000001,2,3,16,4,58.477400000000024,True,False,True,True,3
3-Aminobenzamide,C1=CC(=CC(=C1)N)C(=O)N,136.15399999999997,0.36770000000000014,69.11,2,2,10,1,39.372299999999996,True,False,True,True,3
Etodolac,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,287.3589999999999,3.383000000000001,62.32000000000001,2,2,21,4,81.55450000000005,True,True,True,True,4
Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,250.283,0.8595999999999999,97.97,2,5,17,3,63.69490000000002,True,False,True,True,3
Probucol,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,516.8570000000003,9.908299999999995,40.46,2,4,35,4,156.80659999999972,False,False,True,False,1
Bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,364.42300000000006,3.036500000000001,118.72,3,5,25,8,94.68820000000004,True,True,True,True,4
Piracetam,C1CC(=O)N(C1)CC(=O)N,142.158,-0.9058999999999995,63.400000000000006,1,2,10,2,35.008399999999995,True,False,True,True,3
Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,249.295,1.4646,85.08,2,4,17,3,65.89990000000003,True,False,True,True,3
Camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,348.35800000000006,2.0796000000000006,81.42,1,6,26,1,94.52480000000003,True,True,True,True,4
Sulfameter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,280.309,0.8682000000000001,107.2,2,6,19,4,70.24690000000002,True,False,True,True,3
Xylazine,CC1=C(C(=CC=C1)C)NC2=NCCCS2,220.34099999999995,3.2082400000000018,24.39,1,3,15,1,68.91570000000003,True,False,True,True,3
Trichlormethiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,380.6619999999999,0.8209999999999997,118.35999999999999,3,5,20,2,76.05140000000002,True,True,True,True,4
Phenindione,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,222.24299999999997,2.849400000000001,34.14,0,2,17,1,64.28600000000003,True,False,True,True,3
Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,189.22399999999996,0.15769999999999995,9.03,0,1,11,3,49.004000000000026,True,False,True,True,3
Bethanechol Chloride,CC(C[N+](C)(C)C)OC(=O)N.[Cl-],196.67799999999997,-2.8195999999999968,52.32,1,2,12,3,43.0298,True,False,True,False,2
Dibucaine,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,343.4710000000002,3.4853000000000023,54.46,1,4,25,10,102.26720000000007,True,True,True,True,4
Tolmetin,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,257.289,2.19162,59.3,1,3,19,4,71.36430000000003,True,False,True,True,3
Dopamine Hydrochloride,C1=CC(=C(C=C1CCN)O)O.Cl,189.64200000000002,1.0207999999999995,66.48,3,3,12,2,49.77800000000002,True,False,True,True,3
Mexiletine Hydrochloride,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,215.72399999999996,2.45124,35.25,1,2,14,3,62.308400000000034,True,False,True,True,3
Pargyline,CN(CC#C)CC1=CC=CC=C1,159.232,1.7516,3.24,0,1,12,3,51.60900000000004,True,False,True,True,3
Penicillin V,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,350.3960000000001,0.6970999999999994,95.94000000000001,2,5,24,5,87.59550000000006,True,True,True,True,4
Antazoline,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,265.36,2.6949000000000005,27.630000000000003,1,3,20,5,84.23870000000004,True,True,True,True,4
Doxylamine,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,270.376,2.923300000000001,25.36,0,3,20,6,81.63900000000005,True,True,True,True,4
Cephalothin,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,396.4460000000001,0.5922999999999998,113.01,2,7,26,6,94.34050000000005,True,True,True,True,4
Clonidine Hydrochloride,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,266.55899999999997,2.786300000000001,36.42,2,3,15,1,67.63740000000001,True,False,True,True,3
Dimenhydrinate,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,469.9730000000002,2.967900000000001,85.15,1,7,33,6,130.81869999999995,True,False,True,True,3
Clemastine,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C,343.8980000000002,5.104400000000005,12.47,0,2,24,6,100.56900000000007,True,True,True,False,3
Dimercaprol,C(C(CS)S)O,124.22999999999996,0.20689999999999997,20.23,3,3,6,2,33.712799999999994,True,False,True,True,3
Propafenone Hydrochloride,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,377.912,3.6632000000000033,58.56,2,4,26,11,107.44600000000004,True,True,False,True,3
Methapyrilene,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,261.394,2.7113000000000005,19.37,0,4,18,6,78.16000000000005,True,False,True,True,3
Xylometazoline,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,244.38199999999995,3.1451400000000014,24.39,1,2,18,2,78.62470000000005,True,False,True,True,3
Gallamine Triethiodide,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],891.5400000000005,-3.5355000000000087,27.69,0,3,39,21,153.1781999999998,True,False,False,False,1
Cefoxitin Sodium,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],449.4420000000001,-4.2320999999999955,151.09,2,9,29,7,96.5661,True,False,False,False,1
Phenoxybenzamine Hydrochloride,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,340.2939999999999,4.616700000000005,12.47,0,2,22,8,96.21900000000005,True,True,True,True,4
(+-)-Tetrahydrozoline,C1CC(C2=CC=CC=C2C1)C3=NCCN3,200.28499999999994,2.1082,24.39,1,2,15,1,62.425700000000035,True,False,True,True,3
Canavanine,C(CON=C(N)N)[C@@H](C(=O)O)N,176.17600000000002,-2.006599999999998,136.95,4,4,12,5,41.98999999999999,True,False,True,False,2
Mitoxantrone Hydrochloride,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,517.4100000000003,0.7043999999999995,163.18,8,10,34,12,134.46500000000003,False,False,False,False,0
Mephentermine,CC(C)(CC1=CC=CC=C1)NC,163.26399999999998,2.2271,12.03,1,1,12,3,53.284700000000036,True,False,True,True,3
Tris(2-chloroethyl)amine,C(CCl)N(CCCl)CCCl,204.528,2.0048000000000004,3.24,0,1,10,6,48.60000000000003,True,False,True,True,3
Mercaptoethanesulfonic acid,C(CS(=O)(=O)O)S,142.201,-0.19599999999999984,54.370000000000005,2,3,7,2,30.268599999999996,True,False,True,True,3
Terramycin,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,460.43900000000014,-1.4001999999999977,201.85000000000002,7,10,33,2,111.50120000000007,True,False,False,False,1
Tolnaftate,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,307.418,4.948320000000003,12.47,0,2,22,2,96.75600000000003,True,True,True,True,4
Kojic Acid,C1=C(OC=C(C1=O)O)CO,142.10999999999999,-0.16230000000000003,70.67,2,4,10,1,32.56559999999999,True,False,True,True,3
Thiamphenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,356.22700000000003,0.40430000000000016,103.7,3,5,21,6,79.02210000000002,True,True,True,True,4
Pipemidic Acid,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,303.32200000000006,-0.08080000000000004,100.35000000000001,2,7,22,3,81.51400000000002,True,True,True,True,4
Hexetidine,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N,339.61200000000014,4.711700000000004,32.5,1,3,24,12,107.21740000000008,True,True,False,True,3
Mesna,C(CS(=O)(=O)[O-])S.[Na+],164.183,-3.534599999999999,57.2,1,4,8,2,28.417199999999994,True,False,True,False,2
Methylthiouracil,CC1=CC(=O)NC(=S)N1,142.18300000000002,0.74091,48.65,2,2,9,0,36.9844,True,False,True,True,3
Sulconazole Nitrate,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],460.77,6.170300000000003,81.19,1,5,28,6,112.95790000000002,True,False,True,False,2
"5,7-Diiodo-8-hydroxyquinoline",C1=CC2=C(C(=C(C=C2I)I)O)N=C1,396.953,3.1496000000000004,33.120000000000005,1,2,13,0,68.8418,True,False,True,True,3
Ketotifen Fumarate,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1.C(=C/C(=O)O)\C(=O)O,425.5060000000002,3.7262000000000013,94.91000000000001,2,5,30,2,115.9601000000001,True,True,True,True,4
Acetylcholine Chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],181.663,-2.740299999999996,26.3,0,2,11,3,39.5324,True,False,True,False,2
Chlorcyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,300.83299999999997,3.6768000000000027,6.48,0,2,21,3,88.80700000000006,True,True,True,True,4
Amantadine Hydrochloride,C1C2CC3CC1CC(C2)(C3)N.Cl,187.714,2.3356999999999997,26.02,1,1,12,0,52.338400000000036,True,False,True,True,3
Procainamide Hydrochloride,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,271.792,1.7622,58.36,2,3,18,6,78.22360000000003,True,False,True,True,3
Propantheline Bromide,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],448.4010000000001,1.7348,35.53,0,3,28,6,107.08340000000007,True,True,True,True,4
Iopanoic Acid,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,570.9340000000001,3.7359000000000018,63.32000000000001,2,2,17,4,94.12620000000003,True,False,True,True,3
Papaverine Hydrochloride,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,375.85200000000015,4.281800000000004,49.81,0,5,26,6,104.44700000000006,True,True,True,True,4
Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,237.73000000000002,2.897800000000001,29.1,1,2,16,2,65.66470000000004,True,False,True,True,3
Dicyclomine Hydrochloride,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,345.9550000000001,4.824000000000006,29.54,0,3,23,7,98.08800000000006,True,True,True,True,4
Hydralazine Hydrochloride,C1=CC=C2C(=C1)C=NN=C2NN.Cl,196.64100000000002,1.3371999999999995,63.83,2,4,13,1,54.596100000000014,True,False,True,True,3
Meclofenamate Sodium,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl.[Na+],318.135,0.41292,52.16,1,3,20,3,75.25420000000003,True,True,True,True,4
Adiphenine,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,311.425,3.7035000000000027,29.54,0,3,23,8,93.47400000000006,True,True,True,True,4
Uridine 5'-triphosphate,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,484.1400000000001,-2.5009,264.36999999999995,7,12,29,8,87.06300000000002,False,False,False,False,0
Berberine chloride,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-],371.82000000000016,0.10029999999999939,40.8,0,4,26,2,92.51000000000005,True,True,True,True,4
Harmaline,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,214.268,2.5416000000000007,37.379999999999995,1,2,16,1,65.63270000000003,True,False,True,True,3
Sulfadimethoxine,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,310.33500000000004,0.8768,116.43,2,7,21,5,76.79890000000003,True,True,True,True,4
Butyl 4-aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,193.24599999999998,2.2257,52.32,1,3,14,4,56.04490000000003,True,False,True,True,3
Usnic Acid,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,344.3190000000001,1.4998199999999995,117.97000000000001,2,7,25,2,84.76110000000003,True,True,True,True,4
Hexylresorcinol,CCCCCCC1=C(C=C(C=C1)O)O,194.274,3.220600000000003,40.46,2,2,14,5,57.617600000000046,True,False,True,True,3
Deferoxamine Mesylate,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,656.8000000000008,0.42610000000000686,260.2099999999999,7,11,44,23,158.7398999999999,False,False,False,False,0
Molsidomine,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],242.23499999999996,-1.6853999999999976,87.03,0,7,17,3,54.18900000000003,True,False,True,False,2
Procaine Hydrochloride,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,272.776,2.1892,55.56,1,4,18,6,76.17290000000003,True,False,True,True,3
Amobarbital,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,226.27599999999995,1.1849999999999998,75.27000000000001,2,3,16,4,58.477400000000024,True,False,True,True,3
Cephapirin,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,423.47200000000015,0.4753999999999993,125.90000000000002,2,8,28,7,101.27850000000004,True,True,True,True,4
Chlorpheniramine Maleate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,390.86700000000013,3.5304,90.73,2,4,27,7,105.1146000000001,True,True,True,True,4
Pyrilamine Maleate,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,401.46300000000014,2.3701999999999996,103.2,2,6,29,9,111.24660000000011,True,True,True,True,4
Methicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,380.4220000000002,0.9490999999999996,105.17,2,6,26,5,94.52800000000006,True,True,True,True,4
Fenfluramine,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,231.26099999999997,3.2459000000000024,12.03,1,1,16,4,58.286700000000025,True,False,True,True,3
Meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,247.338,2.2131,29.54,0,3,18,3,71.48400000000005,True,False,True,True,3
N-ACETYL-beta-D-GLUCOSAMINE,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,221.20899999999997,-3.077599999999998,119.25000000000001,5,6,15,2,47.58390000000002,True,False,True,False,2
2-Mercaptoethanol,C(CS)O,78.136,-0.09149999999999997,20.23,2,2,4,1,20.938799999999997,True,False,True,True,3
Cannabinol,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,310.43700000000007,5.727820000000007,29.46,1,2,23,4,95.16280000000008,True,False,True,False,2
Clemastine Fumarate,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O,459.9700000000003,4.816200000000003,87.07000000000001,2,4,32,8,124.98060000000012,True,True,True,True,4
Pentamidine Isethionate,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,592.6930000000003,0.6158400000000022,267.4,8,10,39,14,146.76000000000002,False,False,False,False,0
Disodium Cromoglycate,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+],512.3340000000002,-6.546899999999998,179.37,1,11,36,8,110.62580000000005,False,False,False,False,0
Nadide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,663.4300000000002,-3.6478999999999955,321.09,7,18,44,11,137.15830000000017,False,False,False,False,0
Benzthiazide,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,431.9480000000001,2.4334999999999996,118.68999999999998,2,6,26,5,103.67270000000002,True,True,True,True,4
Thimerosal,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],404.81600000000014,-1.4181000000000001,40.129999999999995,0,3,14,4,47.110500000000016,True,False,True,False,2
Hexadecyltrimethylammonium Bromide,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,3.177900000000001,0.0,0,0,21,15,93.21140000000008,True,True,False,True,3
Fosinopril,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,563.672,6.121300000000006,110.21,1,6,39,14,150.63329999999985,False,False,False,False,0
Dacarbazine,CN(C)/N=N/C1=C(NC=N1)C(=O)N,182.18699999999995,0.06890000000000013,99.73,2,4,13,3,45.308600000000006,True,False,True,True,3
Diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,250.19999999999996,3.035600000000001,57.53,2,2,18,2,60.41810000000001,True,False,True,True,3
Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,209.25300000000001,0.17236999999999986,91.16000000000001,3,6,15,1,55.74260000000002,True,False,True,True,3
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.353,1.5810000000000002,99.60000000000001,2,5,23,2,83.80630000000004,True,True,True,True,4
Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,308.315,2.7586000000000004,98.54,1,5,21,5,78.07890000000003,True,True,True,True,4
Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,255.273,2.291,59.3,1,3,19,3,69.30030000000004,True,False,True,True,3
